pathway	sample-53	sample-52	sample-54	sample-70	sample-55
PYRIDNUCSAL-PWY	3936.0036064135707	4939.79206733398	3747.338194379332	6746.340639334836	5146.042129744293
PYRIDNUCSYN-PWY	4768.736412941713	4754.077134266227	4188.807708644781	6318.380904840247	5328.310791843655
PYRIDOXSYN-PWY	744.5348467613594	611.8020678681198	79.22317228823347	3258.5483335165327	1324.0252957724542
REDCITCYC	841.7436875235426	776.698531451773	39.13919536415036	167.79317111863625	114.20349989397864
RHAMCAT-PWY	2844.7345756619343	2042.9928384788484	2102.5958377845595	3344.483801118436	1434.697251405827
RIBOSYN2-PWY	5275.493808889942	4470.014566300312	4499.067065494139	5585.635463519407	4911.828181056442
RUMP-PWY	134.59401601746484	62.3130427862758	58.48772963170225	100.31304693756248	107.37708296149619
SALVADEHYPOX-PWY	1068.3882749624952	1226.3919718609407	482.48322137481796	613.8691700587796	1200.7175769793516
SER-GLYSYN-PWY	5004.444667348483	5675.46513128274	5273.542312971307	7583.800759134744	6163.843685693747
SO4ASSIM-PWY	889.2929607116142	1479.0351238215917	960.4730051842616	1806.6829939014904	1191.8853399879845
SULFATE-CYS-PWY	1620.9897414817071	2482.141626574581	1698.0092088087456	3165.033826832808	2172.1853998325596
TCA	3944.2767362061722	3040.6376301265186	3716.3425591590217	5388.724149115222	4812.139587588563
TCA-GLYOX-BYPASS	833.967966099288	0.4319590861418091	21.063274029238347	0.0	16.540955725354927
TEICHOICACID-PWY	397.37118952550213	1162.6732576111087	417.8077135901251	312.20923234068994	265.8583026255814
THISYN-PWY	4321.928199323864	4122.968350193501	3383.3077082413547	5386.109282862686	4448.611210484642
THREOCAT-PWY	0.0	0.6204065303917254	1.5251652794383108	0.0	0.0
THRESYN-PWY	6654.1753814734775	6091.34371822577	5673.399603998236	8461.48824757186	6692.028238080752
TRNA-CHARGING-PWY	5619.156316252626	5686.481285596332	4976.664624348037	7831.784273327609	6516.012416863038
TRPSYN-PWY	4484.608956615173	3937.8673913238035	4298.9356948704335	6490.190494753388	4776.9436524468765
TYRFUMCAT-PWY	0.0	229.47074779858082	0.0	0.0	0.0
UBISYN-PWY	553.4559681833457	0.2879387883208236	13.830844321515409	0.0	101.47498657210546
UDPNAGSYN-PWY	4155.7834732825	3349.0282933541466	3549.70970416827	4979.320772296289	4665.287765980205
VALSYN-PWY	6391.924045491551	6509.193227479447	5833.719590827201	8932.904150886085	7475.415585281939
